dir_flip,sess_flip,chosen_pos_aligned,div_pos_aligned,stim_pos_aligned,true_class,pred_class,err_type,invalid,missed,purely_incorrect,signed_err,unsigned_err,dist_moved,normed_RT,uncertainty,stim_aligned_to_div,resp_aligned_to_div,stim_aligned_to_cntxt,resp_aligned_to_cntxt,thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_cross.started,no_resp_text.stopped,three_cross.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_coin.started,three_coin.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 119,chosen_pos,Unnamed: 112,stim_ranks,resp_ranks
0.0,0.0,0.064,0.0,-0.18,0,1,1,False,False,True,0.244,0.244,0.2,1.1368906190476817,True,-0.18,0.064,0.18,-0.064,0.0,0.0,0.0,1.0,1.0,baseline,10.0,1.1,-0.18,1.0,0.264,curv,curv_flat,0.0,-0.18,pen,rew,input_data/stims/Shape_1.10_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,8.538903399999981,,,,"['left', 'left', 'right', 'right']","[0.7875512999999046, 1.2115652000002228, 1.8435669999998936, 2.1315528000000086]","[0.36001290000012887, 0.27200649999986126, 0.06400729999995747, 0.13596400000005815]",up,2.387470300000132,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.600115100000039,,0.0210864000000583,0.0269395000000258,0.0269395000000258,8.567007099999955,up,8.538903399999981,,8.588333600000169,0.0213113999998313,9.572521600000073,9.573104200000216,9.583919400000012,10.58352479999985,10.566997899999931,10.567371499999808,0.0003836000000774,12.001109299999824,12.002473500000178,12.018244700000196,12.018244700000196,12.018244700000196,12.018244700000196,12.018244700000196,12.018244700000196,12.018244700000196,14.417948299999807,"[0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.096, 0.096, 0.096, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.032, -0.024, -0.016, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064]",,,"['left', 'left', 'right', 'right']","[0.7875512999999046, 1.2115652000002228, 1.8435669999998936, 2.1315528000000086]","[0.36001290000012887, 0.27200649999986126, 0.06400729999995747, 0.13596400000005815]",up,2.387470300000132,,14.4183251999998,14.433691300000191,14.683676099999955,14.667086500000096,14.66740639999989,14.683676099999955,14.683676099999955,15.683696900000086,15.683696900000086,15.667180700000245,pen,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,0.064,,11.5,34.5
1.0,0.0,-0.1,-0.0,-0.26,0,0,0,False,False,False,0.16,0.16,0.28,0.6101290344828031,False,-0.26,-0.1,0.26,0.1,1.0,1.0,0.0,1.0,1.0,baseline,7.0,0.7,-0.26,1.0,0.38,curv,flat_curv,0.0,0.26,pen,rew,input_data/stims/Shape_0.70_1.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,8.538903399999981,,,,"['left', 'left']","[0.801300000000083, 1.4413426000000982]","[0.568050200000016, 0.02400760000000446]",up,1.7693742000001291,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.683696900000086,,,,,,,,,15.667715000000044,0.0005332999999154,16.55309219999981,16.553670899999815,16.5670697999999,17.567072800000005,17.550515400000222,17.55088939999996,0.0003820000001724,18.885814400000072,18.887128800000028,18.90048620000016,18.90048620000016,18.90048620000016,18.90048620000016,18.90048620000016,18.90048620000016,18.90048620000016,20.68482510000013,"[0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.108, 0.108, 0.108, 0.108, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",,,"['left', 'left']","[0.801300000000083, 1.4413426000000982]","[0.568050200000016, 0.02400760000000446]",up,1.7693742000001291,,20.68521800000008,20.7005207000002,20.9504723,20.933940899999925,20.934274000000187,20.9504723,,21.95050309999988,,21.933995200000027,pen,1.0,1.0,20.9504723,21.95050309999988,,,,,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,0.1,,7.5,6.0
1.0,0.0,0.136,-0.0,0.34,1,1,0,True,False,False,-0.20400000000000001,0.20400000000000001,0.0,10.025891000000229,False,0.34,0.136,0.34,0.136,2.0,2.0,0.0,1.0,1.0,baseline,37.0,3.7,0.34,3.0,-0.136,flat,flat_curv,0.0,-0.34,rew,pen,input_data/stims/Shape_3.70_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,8.538903399999981,,,,,,,up,1.0025891000000229,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,37.0,21.95050309999988,,,,,,,,,21.93452220000017,0.0005373999997573,22.87000420000004,22.870335999999952,22.88387980000016,23.88393300000007,23.867366200000102,23.86773709999989,0.0003781000000344,25.251710600000024,25.2531313999998,25.267307900000105,25.267307900000105,25.267307900000105,25.267307900000105,25.267307900000105,25.267307900000105,25.267307900000105,26.284996899999896,"[-0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136]",,,,,,up,1.0025891000000229,,26.2853398000002,26.30067730000019,26.550617899999907,26.53411039999992,26.544334300000173,26.550617899999907,,27.55064029999994,,27.534162999999808,rew,0.0,-1.0,,,26.550617899999907,27.55064029999994,,,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,-0.136,,37.5,40.0
0.0,0.0,-0.136,0.0,-0.1,0,0,0,False,False,False,-0.036000000000000004,0.036000000000000004,0.14400000000000002,0.8015646753244856,True,-0.1,-0.136,0.1,0.136,3.0,3.0,0.0,1.0,1.0,baseline,14.0,1.5,-0.1,1.0,0.008,curv,curv_flat,0.0,-0.1,pen,rew,input_data/stims/Shape_1.50_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,8.538903399999981,,,,['left'],[0.6263715999998567],[0.30394969999997556],up,1.234409599999708,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,27.55064029999994,,,,,,,,,27.534754899999825,0.0005912000001444,28.51916310000024,28.51957399999992,28.53408760000002,29.53408159999981,29.517542500000214,29.51791940000021,0.0003842999999505,30.85219580000012,30.853842500000155,30.867497000000185,30.867497000000185,30.867497000000185,30.867497000000185,30.867497000000185,30.867497000000185,30.867497000000185,32.118489299999965,"[0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136]",,,['left'],[0.6263715999998567],[0.30394969999997556],up,1.234409599999708,,32.11889310000015,32.13413690000016,32.38415269999996,32.36759489999986,32.36839280000004,32.38415269999996,,33.3841696999998,,33.367660500000056,pen,1.0,1.0,32.38415269999996,33.3841696999998,,,,,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,-0.136,,15.5,4.0
0.0,0.0,0.056,0.0,-0.22,0,1,1,False,False,True,0.276,0.276,0.12,0.8360927692309325,False,-0.22,0.056,0.22,-0.056,4.0,4.0,0.0,1.0,1.0,baseline,8.0,0.9,-0.22,1.0,-0.064,curv,curv_flat,0.0,-0.22,pen,rew,input_data/stims/Shape_0.90_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,8.538903399999981,,,,['right'],[0.6469284999998308],[0.23996680000027482],up,1.0869206000002123,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,33.3841696999998,,,,,,,,,33.36818559999983,0.0005253999997876,34.4523822000001,34.453067100000226,34.46758880000016,35.46759040000006,35.451013500000045,35.45137840000007,0.0003717999998116,36.93637480000007,36.93795409999984,36.95095429999992,36.95095429999992,36.95095429999992,36.95095429999992,36.95095429999992,36.95095429999992,36.95095429999992,38.05194429999983,"[-0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056]",,,['right'],[0.6469284999998308],[0.23996680000027482],up,1.0869206000002123,,38.0523091,38.06766710000011,38.3176096000002,38.30112969999982,38.30146370000011,38.3176096000002,38.3176096000002,39.31771919999983,39.31771919999983,39.30113740000024,pen,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,0.056,,9.5,33.0
1.0,0.0,0.024,-0.0,0.1,1,1,0,False,False,False,-0.07600000000000001,0.07600000000000001,0.20800000000000002,0.7125635779815755,True,0.1,0.024,0.1,0.024,5.0,5.0,0.0,1.0,1.0,baseline,25.0,2.5,0.1,3.0,-0.232,flat,flat_curv,0.0,-0.1,rew,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,8.538903399999981,,,,['right'],[0.9613721999999143],[0.4240524000001642],up,1.5533885999998347,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,25.0,39.31771919999983,,,,,,,,,39.30165970000007,0.0005203000000619,40.38642829999981,40.3870280000001,40.40111400000024,41.4010303,41.38450790000024,41.38488480000024,0.0003848000001198,42.86898599999995,42.87022470000011,42.88445559999991,42.88445559999991,42.88445559999991,42.88445559999991,42.88445559999991,42.88445559999991,42.88445559999991,44.45216909999999,"[-0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024, -0.024]",,,['right'],[0.9613721999999143],[0.4240524000001642],up,1.5533885999998347,,44.452525499999865,44.46784990000015,44.71788670000024,44.70133299999998,44.701656000000185,44.71788670000024,,45.71790229999988,,45.70138140000017,rew,1.0,3.0,,,,,44.71788670000024,45.71790229999988,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,-0.024,,25.5,24.5
1.0,0.0,0.076,-0.0,0.22,1,1,0,False,False,False,-0.14400000000000002,0.14400000000000002,0.104,0.9781159649125122,False,0.22,0.076,0.22,0.076,6.0,6.0,0.0,1.0,1.0,baseline,31.0,3.1,0.22,3.0,0.028,flat,flat_curv,0.0,-0.22,rew,pen,input_data/stims/Shape_3.10_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,8.538903399999981,,,,['left'],[0.6911376000002747],[0.21604729999990013],up,1.1150522000002638,,0.0,0.0,0.0,0.0,0.0,6.0,6.0,31.0,45.71790229999988,,,,,,,,,45.70190869999988,0.0005267000001367,46.63650770000004,46.63705600000003,46.65129340000021,47.65129139999999,47.63468869999997,47.635053999999855,0.0003717999998116,49.019495000000006,49.02083670000002,49.03465589999996,49.03465589999996,49.03465589999996,49.03465589999996,49.03465589999996,49.03465589999996,49.03465589999996,50.152295200000026,"[0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076, -0.076]",,,['left'],[0.6911376000002747],[0.21604729999990013],up,1.1150522000002638,,50.15266939999992,50.16804460000003,50.41806820000011,50.40148219999992,50.40181389999998,50.41806820000011,,51.41805750000003,,51.40149220000012,rew,1.0,3.0,,,,,50.41806820000011,51.41805750000003,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,-0.076,,31.5,37.0
0.0,0.0,0.052,0.0,0.02,1,1,0,False,False,False,0.032,0.032,0.11199999999999999,1.343425983606319,True,0.02,0.052,0.02,0.052,7.0,7.0,0.0,1.0,1.0,baseline,20.0,2.1,0.02,3.0,-0.06,flat,curv_flat,0.0,0.02,rew,pen,input_data/stims/Shape_2.10_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,8.538903399999981,,,,['right'],[1.1269893999997294],[0.23207330000013826],up,1.6389796999997088,,0.0,0.0,0.0,0.0,0.0,7.0,7.0,20.0,51.41805750000003,,,,,,,,,51.40201740000021,0.0005271999998512,52.28578960000005,52.28631270000005,52.30146079999986,53.301452600000175,53.28485610000007,53.28523959999984,0.0003916000000572,54.71966030000021,54.72087629999987,54.73480729999983,54.73480729999983,54.73480729999983,54.73480729999983,54.73480729999983,54.73480729999983,54.73480729999983,56.38575750000018,"[-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.052, -0.044, -0.036, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052]",,,['right'],[1.1269893999997294],[0.23207330000013826],up,1.6389796999997088,,56.386117099999865,56.40154410000014,56.65153400000008,56.63496750000013,56.63530600000013,56.65153400000008,,57.651554099999885,,57.63498290000007,rew,1.0,3.0,,,,,56.65153400000008,57.651554099999885,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,0.052,,21.5,31.0
0.0,0.0,0.084,0.0,0.1,1,1,0,False,False,False,-0.016,0.016,0.112,0.9077874590163492,True,0.1,0.084,0.1,0.084,8.0,8.0,0.0,1.0,1.0,baseline,24.0,2.5,0.1,3.0,-0.028,flat,curv_flat,0.0,0.1,rew,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,8.538903399999981,,,,['right'],[0.7474769999998898],[0.22400000000016007],up,1.107500699999946,,0.0,0.0,0.0,0.0,0.0,8.0,8.0,24.0,57.651554099999885,,,,,,,,,57.63550059999989,0.0005169999999452,58.66908479999984,58.66943189999984,58.68491189999986,59.68493910000007,59.66839579999987,59.66876550000006,0.0003767000002881,61.00379269999985,61.005027300000165,61.01837690000002,61.01837690000002,61.01837690000002,61.01837690000002,61.01837690000002,61.01837690000002,61.01837690000002,62.13591469999983,"[-0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.028, 0.036, 0.044, 0.052, 0.06, 0.068, 0.076, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084, 0.084]",,,['right'],[0.7474769999998898],[0.22400000000016007],up,1.107500699999946,,62.13625259999981,62.151738900000055,62.40172080000002,62.385115399999904,62.385459900000114,62.40172080000002,,63.40177529999983,,63.38516530000015,rew,1.0,3.0,,,,,62.40172080000002,63.40177529999983,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,0.084,,25.5,38.0
0.0,0.0,-0.008,0.0,-0.14,0,0,0,False,False,False,0.132,0.132,0.248,0.7354103875968577,True,-0.14,-0.008,0.14,0.008,9.0,9.0,0.0,1.0,1.0,baseline,12.0,1.3,-0.14,1.0,-0.256,curv,curv_flat,0.0,-0.14,pen,rew,input_data/stims/Shape_1.30_1.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,8.538903399999981,,,,['right'],[0.713333899999725],[0.5039026000004014],up,1.8973587999998929,,0.0,0.0,0.0,0.0,0.0,9.0,9.0,12.0,63.40177529999983,,,,,,,,,63.38570040000013,0.0005339999997886,64.41998259999991,64.42037870000013,64.43504840000014,65.4350915,65.41858910000019,65.41896929999984,0.0003872000002047,66.85313709999991,66.85472040000013,66.86850600000025,66.86850600000025,66.86850600000025,66.86850600000025,66.86850600000025,66.86850600000025,66.86850600000025,68.76949740000009,"[-0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008]",,,['right'],[0.713333899999725],[0.5039026000004014],up,1.8973587999998929,,68.76987480000025,68.78519110000025,69.03519580000011,69.0186721,69.01900239999986,69.03519580000011,,70.03522620000012,,70.01873010000008,pen,1.0,1.0,69.03519580000011,70.03522620000012,,,,,,,,,,,,,,,,,,,,,9,patients,A,2025-05-23_14h44.58.284,asymmetry_final,2024.2.4,60.0,2025-05-23 14h45.10.782086 -0600,,-0.008,,13.5,18.0
